title,weight,price,shelf_life,images,product_link,category_link
M&S Blueberries Family Pack,300g,£3.70,LIFE 2d+,https://www.ocado.com/productImages/517/517970011_0_150x150.jpg?identifier=39ac40ed81cbaed3e6a23a07e0acef37,https://www.ocado.com/products/m-s-blueberries-family-pack-517970011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Grated Mozzarella,250g,£2.10,LIFE 2w+,https://www.ocado.com/productImages/528/528029011_0_150x150.jpg?identifier=5f97f5febbcd1cc16a1f8c57d2eab91e,https://www.ocado.com/products/m-s-grated-mozzarella-528029011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado 2 Salmon Skin On Mid/Tail Fillets,240g,£3.35,LIFE 4d+,https://www.ocado.com/productImages/783/78319011_0_150x150.jpg?identifier=46e7ed05613a5ae793aa77b05db394e9,https://www.ocado.com/products/ocado-2-salmon-skin-on-mid-tail-fillets-78319011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Savannah Extra Fine Beans,180g,£2.35,LIFE 3d+,https://www.ocado.com/productImages/517/517986011_0_150x150.jpg?identifier=45d3de6037cae86a9c31b8a9c44176b7,https://www.ocado.com/products/m-s-savannah-extra-fine-beans-517986011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado British Salted Butter,250g,£1.48,LIFE 1m+,https://www.ocado.com/productImages/556/556967011_0_150x150.jpg?identifier=4c25f25c14245f58e048fdd232e53dd1,https://www.ocado.com/products/ocado-british-salted-butter-556967011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Squeezed Smooth Orange Juice,1L,£1.50,LIFE 2w+,https://www.ocado.com/productImages/505/505307011_0_150x150.jpg?identifier=4cfdce779600671f63b0440c0b1816ac,https://www.ocado.com/products/m-s-squeezed-smooth-orange-juice-505307011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Coriander,30g,60p,LIFE 3d+,https://www.ocado.com/productImages/828/82803011_0_150x150.jpg?identifier=dbad677a3ea4303d2b5abaf74c4cfb0a,https://www.ocado.com/products/ocado-coriander-82803011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S British Wiltshire Cured Honey Roast Ham,115g,£3.45,LIFE 6d+,https://www.ocado.com/productImages/515/515542011_0_150x150.jpg?identifier=2b4177ead7a40821c9305f202a858f9c,https://www.ocado.com/products/m-s-british-wiltshire-cured-honey-roast-ham-515542011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Organic Broccoli,300g,£1.25,LIFE 2d+,https://www.ocado.com/productImages/653/65349011_0_150x150.jpg?identifier=2bd2a7427e0e808197d43f6fcbdb0082,https://www.ocado.com/products/ocado-organic-broccoli-65349011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Pizza Express Margherita,245g,£5,LIFE 3d+,https://www.ocado.com/productImages/216/21625011_0_150x150.jpg?identifier=05c72d2cf7012ba38422ab6879039abe,https://www.ocado.com/products/pizza-express-margherita-21625011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Tropicana Orange Juice Smooth ,900ml,£2.75,LIFE 1w+,https://www.ocado.com/productImages/126/12678011_0_150x150.jpg?identifier=579d2287d087fc80c3e3ada23f6de642,https://www.ocado.com/products/tropicana-orange-juice-smooth-12678011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Organic Houmous,170g,£1.65,LIFE 5d+,https://www.ocado.com/productImages/505/505288011_0_150x150.jpg?identifier=7254fddcb16aaa3a24b0c1f2e0070e2d,https://www.ocado.com/products/m-s-organic-houmous-505288011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Mixed Leaf Salad,150g,£1.30,LIFE 3d+,https://www.ocado.com/productImages/310/310607011_0_150x150.jpg?identifier=921a34b48a17fcb05d66c35eb9c85d01,https://www.ocado.com/products/ocado-mixed-leaf-salad-310607011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Yeo Valley Organic Whole Milk,2L,£2.20,LIFE 5d+,https://www.ocado.com/productImages/305/30567011_0_150x150.jpg?identifier=41c4b16bde296beab3dacd8da16167c3,https://www.ocado.com/products/yeo-valley-organic-whole-milk-30567011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Taste Buds Cheesy Pizza,95g,£1.05,LIFE 2d+,https://www.ocado.com/productImages/515/515184011_0_150x150.jpg?identifier=5a58eb0d23945a881f049e40985876ac,https://www.ocado.com/products/m-s-taste-buds-cheesy-pizza-515184011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado British Unsalted Butter,250g,£1.55,LIFE 1m+,https://www.ocado.com/productImages/556/556966011_0_150x150.jpg?identifier=c8fa1881daedd02ba415b138dd092173,https://www.ocado.com/products/ocado-british-unsalted-butter-556966011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Russell's Salmon Fillets Skin On,240g,£6,LIFE 3d+,https://www.ocado.com/productImages/386/386111011_0_150x150.jpg?identifier=b783cafb41189683160c742dbc974086,https://www.ocado.com/products/russell-s-salmon-fillets-skin-on-386111011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Oatly Oat Drink Whole Chilled ,1L,£1.80,LIFE 2w+,https://www.ocado.com/productImages/425/425185011_0_150x150.jpg?identifier=7069e40d44d5a442971ef87825d1f333,https://www.ocado.com/products/oatly-oat-drink-whole-chilled-425185011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Yeo Valley Organic Semi-Skimmed Milk,1L,£1.40,LIFE 5d+,https://www.ocado.com/productImages/265/26587011_0_150x150.jpg?identifier=21a6cf0276c9312470cdb88278d80da3,https://www.ocado.com/products/yeo-valley-organic-semi-skimmed-milk-26587011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Rosa Verde Salad Washed & Ready to Eat,140g,£2.10,LIFE 1d+,https://www.ocado.com/productImages/517/517953011_0_150x150.jpg?identifier=7cdc49e6b93a877ebb95483c026e1cd6,https://www.ocado.com/products/m-s-rosa-verde-salad-washed-ready-to-eat-517953011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Freshly Squeezed Orange Juice with Bits,1L,£2.80,LIFE 3d+,https://www.ocado.com/productImages/506/506047011_0_150x150.jpg?identifier=0de0d9d47c1a105a40e3f957db72a0e2,https://www.ocado.com/products/m-s-freshly-squeezed-orange-juice-with-bits-506047011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Oranges,5 per pack,£1.16,LIFE 2d+,https://www.ocado.com/productImages/473/47306011_0_150x150.jpg?identifier=e8d522278d812650b9e40dd198fef538,https://www.ocado.com/products/ocado-oranges-47306011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado British Whole Milk 2 Pints,1.136L,95p,LIFE 6d+,https://www.ocado.com/productImages/278/278141011_0_150x150.jpg?identifier=5c6ca93f45bee6864c79e824ba9aca7f,https://www.ocado.com/products/ocado-british-whole-milk-2-pints-278141011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Clarence Court Burford Brown Mixed Free Range Eggs,10 per pack,£4.50,LIFE 1w+,https://www.ocado.com/productImages/384/384217011_0_150x150.jpg?identifier=9da925aefa21424579c309680481fc6f,https://www.ocado.com/products/clarence-court-burford-brown-mixed-free-range-eggs-384217011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Wild Rocket,70g,£1.20,LIFE 2d+,https://www.ocado.com/productImages/310/310602011_0_150x150.jpg?identifier=dde8e6a822a4d9be1fbb35b0d935828b,https://www.ocado.com/products/ocado-wild-rocket-310602011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Green Beans,220g,£1.20,LIFE 2d+,https://www.ocado.com/productImages/810/81086011_0_150x150.jpg?identifier=bd8257aef68083dd2771e55bdd6d7a67,https://www.ocado.com/products/ocado-green-beans-81086011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
BerryWorld Raspberries,150g,£3,LIFE 1d+,https://www.ocado.com/productImages/298/298700011_0_150x150.jpg?identifier=5f01ac3940372f56fce41f850ed324fc,https://www.ocado.com/products/berryworld-raspberries-298700011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Oatly Original Oat Drink Long Life ,1L,£1.45,LIFE 1m+,https://www.ocado.com/productImages/413/41345011_0_150x150.jpg?identifier=3493961cdc4854f6e859be1b8cb3a99b,https://www.ocado.com/products/oatly-original-oat-drink-long-life-41345011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Crispy Breaded Chicken Tenders,300g,£4.20,LIFE 4d+,https://www.ocado.com/productImages/505/505206011_0_150x150.jpg?identifier=2833116bcdac2b973476b60fbec173d6,https://www.ocado.com/products/m-s-crispy-breaded-chicken-tenders-505206011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Russell's 2 Seabass Fillets,170g,£5.75,LIFE 3d+,https://www.ocado.com/productImages/433/433992011_0_150x150.jpg?identifier=f0cf2d4c277002fb0d197d423818ec90,https://www.ocado.com/products/russell-s-2-seabass-fillets-433992011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Large British Baking Potatoes ,2 per pack,£1.50,LIFE 2d+,https://www.ocado.com/productImages/946/94682011_0_150x150.jpg?identifier=1e2523970e35a6deb3647ab600fc911c,https://www.ocado.com/products/ocado-large-british-baking-potatoes-94682011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Select Farms British 12 Pork Chipolatas,375g,£3.40,LIFE 4d+,https://www.ocado.com/productImages/523/523896011_0_150x150.jpg?identifier=229644bbf48f35271507aa07b7e9b106,https://www.ocado.com/products/m-s-select-farms-british-12-pork-chipolatas-523896011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
The Collective Suckies Raspberry Yoghurt,100g,75p,LIFE 1w+,https://www.ocado.com/productImages/281/281317011_0_150x150.jpg?identifier=42a96905d9d5c5ce6aae0e2f7ce21c55,https://www.ocado.com/products/the-collective-suckies-raspberry-yoghurt-281317011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S British Rare Roast Beef 5 Slices,85g,£3.50,LIFE 3d+,https://www.ocado.com/productImages/515/515712011_0_150x150.jpg?identifier=98b66adf13743f445a3a5257d4a1e97b,https://www.ocado.com/products/m-s-british-rare-roast-beef-5-slices-515712011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Yeo Valley Organic Greek Style Natural Yoghurt,450g,£1.35,LIFE 1w+,https://www.ocado.com/productImages/278/27866011_0_150x150.jpg?identifier=5554d43941010e74a14200b33c2bbaba,https://www.ocado.com/products/yeo-valley-organic-greek-style-natural-yoghurt-27866011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S British Brussels Sprouts,500g,£1,LIFE 2d+,https://www.ocado.com/productImages/518/518647011_0_150x150.jpg?identifier=cb93ad056fe7dfd0fff098937cbe825e,https://www.ocado.com/products/m-s-british-brussels-sprouts-518647011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Organic Little Gem Lettuce,2 per pack,£1.40,LIFE 2d+,https://www.ocado.com/productImages/517/517853011_0_150x150.jpg?identifier=7815ff5071800df1b9b7f8c9e31df945,https://www.ocado.com/products/m-s-organic-little-gem-lettuce-517853011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Organic Free Range Large Eggs,6 per pack,£2.50,LIFE 5d+,https://www.ocado.com/productImages/505/505183011_0_150x150.jpg?identifier=3437cc679b172fcc8b863b6471f6313b,https://www.ocado.com/products/m-s-organic-free-range-large-eggs-505183011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
The Collective Suckies Peach & Apricot Yoghurt,100g,75p,LIFE 5d+,https://www.ocado.com/productImages/234/234426011_0_150x150.jpg?identifier=55a6ebf4457981388174b97475a60b80,https://www.ocado.com/products/the-collective-suckies-peach-apricot-yoghurt-234426011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S British Honey Roast Ham Wafer Thin,125g,£2.75,LIFE 1w+,https://www.ocado.com/productImages/518/518516011_0_150x150.jpg?identifier=f65aaf923c3f106f7f2acc23e6715333,https://www.ocado.com/products/m-s-british-honey-roast-ham-wafer-thin-518516011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S British Buttermilk Mini Chicken Tenders,300g,£4.20,LIFE 4d+,https://www.ocado.com/productImages/519/519683011_0_150x150.jpg?identifier=57a23be1dd7d3c4501b573472188c107,https://www.ocado.com/products/m-s-british-buttermilk-mini-chicken-tenders-519683011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Large Salad Onions,,£1.30,LIFE 2d+,https://www.ocado.com/productImages/517/517693011_0_150x150.jpg?identifier=6686cecb3b9e96dcd46fa6af85b08fc6,https://www.ocado.com/products/m-s-large-salad-onions-517693011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Organic Carrots,1.2kg,£1.90,LIFE 2d+,https://www.ocado.com/productImages/653/65353011_0_150x150.jpg?identifier=10a7b6417883f83f26ea9693e10b4d59,https://www.ocado.com/products/ocado-organic-carrots-65353011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S British Wafer Thin Ham,125g,£2.75,LIFE 6d+,https://www.ocado.com/productImages/515/515825011_0_150x150.jpg?identifier=a3687c26bbbb7dd59a56582149833b49,https://www.ocado.com/products/m-s-british-wafer-thin-ham-515825011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Mozzarella,150g,75p,LIFE 5d+,https://www.ocado.com/productImages/983/98386011_0_150x150.jpg?identifier=9da457c92d9a5b873c86623e6bd433f3,https://www.ocado.com/products/ocado-mozzarella-98386011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Select Farms British 6 Pork Sausages,400g,£3.40,LIFE 4d+,https://www.ocado.com/productImages/523/523895011_0_150x150.jpg?identifier=eb86dea9d0c55fa4ed8842e26fe5b4b5,https://www.ocado.com/products/m-s-select-farms-british-6-pork-sausages-523895011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Alpro Almond No Sugars Chilled Drink,1L,£1.95,LIFE 1w+,https://www.ocado.com/productImages/770/77098011_0_150x150.jpg?identifier=5a1a405a9f180fe7bf21885483401212,https://www.ocado.com/products/alpro-almond-no-sugars-chilled-drink-77098011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Macaroni Cheese,400g,£3,LIFE 3d+,https://www.ocado.com/productImages/514/514829011_0_150x150.jpg?identifier=44739ba2d7e92974085a39751faf8011,https://www.ocado.com/products/m-s-macaroni-cheese-514829011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Tropicana Orange Juice Smooth ,1.7L,£4.40,LIFE 1w+,https://www.ocado.com/productImages/126/12669011_0_150x150.jpg?identifier=f8c7993075200b36ea2008483340f1af,https://www.ocado.com/products/tropicana-orange-juice-smooth-12669011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Beef Lasagne,400g,£3,LIFE 3d+,https://www.ocado.com/productImages/514/514496011_0_150x150.jpg?identifier=573d3132160b532019fc64f95746e9d2,https://www.ocado.com/products/m-s-beef-lasagne-514496011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Wiltshire Cured Breaded Ham 4 Slices,120g,£3.50,LIFE 6d+,https://www.ocado.com/productImages/505/505116011_0_150x150.jpg?identifier=3d1097b00f3ed8ff0e2f3dd514750bfe,https://www.ocado.com/products/m-s-wiltshire-cured-breaded-ham-4-slices-505116011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Organic Ripe & Ready Avocados,2 per pack,£2.60,LIFE 3d+,https://www.ocado.com/productImages/440/440374011_0_150x150.jpg?identifier=1730c658db041999980e6232686b8d83,https://www.ocado.com/products/ocado-organic-ripe-ready-avocados-440374011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Almond Breeze Long Life Unsweetened Almond Milk Alternative,1L,£1.50,LIFE 1m+,https://www.ocado.com/productImages/230/230375011_0_150x150.jpg?identifier=0a03fa98aa135ef3c89685bc2fb199e9,https://www.ocado.com/products/almond-breeze-long-life-unsweetened-almond-milk-alternative-230375011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Egg Noodles,275g,£1.05,LIFE 2d+,https://www.ocado.com/productImages/518/518507011_0_150x150.jpg?identifier=700728279544ae97780a9800c8004a4f,https://www.ocado.com/products/m-s-egg-noodles-518507011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Tenderstem Broccoli,80g,£1.05,LIFE 3d+,https://www.ocado.com/productImages/518/518704011_0_150x150.jpg?identifier=c9d1de8b92cd2e375d12c7b8a3eef1ae,https://www.ocado.com/products/m-s-tenderstem-broccoli-518704011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Alpro Almond No Sugars Long Life Drink,1L,£1.80,LIFE 1m+,https://www.ocado.com/productImages/771/77181011_0_150x150.jpg?identifier=38fdc4cc15e52672397720a8b3da6b30,https://www.ocado.com/products/alpro-almond-no-sugars-long-life-drink-77181011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ocado Garlic,4 per pack,£1.10,LIFE 1w+,https://www.ocado.com/productImages/544/54450011_0_150x150.jpg?identifier=78b0ff22271a64eaf1651337e6deb48b,https://www.ocado.com/products/ocado-garlic-54450011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
The Tofoo Co Naked Organic Extra Firm Tofu,280g,£1.75,LIFE 1w+,https://www.ocado.com/productImages/349/349669011_0_150x150.jpg?identifier=baa2d5c6f62a514f73efb1b5fb3e0e44,https://www.ocado.com/products/the-tofoo-co-naked-organic-extra-firm-tofu-349669011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Peeled Large King Prawns,140g,£4.45,LIFE 3d+,https://www.ocado.com/productImages/506/506015011_0_150x150.jpg?identifier=7ff9e89861649ba50f933133fbe0ce10,https://www.ocado.com/products/m-s-peeled-large-king-prawns-506015011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Yeo Valley Organic Whole Milk,1L,£1.40,LIFE 5d+,https://www.ocado.com/productImages/265/26588011_0_150x150.jpg?identifier=f796d68e38b6e1db569d533df205e377,https://www.ocado.com/products/yeo-valley-organic-whole-milk-26588011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
M&S Luxury Madagascan Vanilla Yogurt,150g,85p,LIFE 7d+,https://www.ocado.com/productImages/505/505467011_0_150x150.jpg?identifier=4ea7944b7a6669781c49703c53050222,https://www.ocado.com/products/m-s-luxury-madagascan-vanilla-yogurt-505467011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Cathedral City Mature Cheese,550g,£3.75,LIFE 1m+,https://www.ocado.com/productImages/318/31833011_0_150x150.jpg?identifier=3bb43dbdac6973c2dff85ad05fd4b196,https://www.ocado.com/products/cathedral-city-mature-cheese-31833011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Yeo Valley Organic Salted Butter,250g,£2.15,LIFE 2w+,https://www.ocado.com/productImages/187/18775011_0_150x150.jpg?identifier=78f492a8819bc36edf746c138c1f14f4,https://www.ocado.com/products/yeo-valley-organic-salted-butter-18775011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
